"","Site_code","Date","WY","ppt_pM","tmax_pM","tmin_pM","tavg_pM","vpdmin_pM","vpdmax_pM"
"271","DC 1",2022-07-01,2022,0,31.0241985,16.4025993,23.7132988,11.0163994,36.0303001
"272","DC 1",2022-08-01,2022,1.3166,32.0062981,18.177,25.0915985,11.1097994,38.0358009
"273","DC 1",2022-09-01,2022,42.1203003,28.8687992,15.8224993,22.3456001,9.7959003,33.5615997
"274","DC 1",2022-10-01,2023,0,24.9384003,12.0862999,18.5122986,8.0031996,25.9524002
"275","DC 1",2022-11-01,2023,135.9100952,11.6071997,2.9942,7.3006001,2.8885999,9.0476999
"276","DC 1",2022-12-01,2023,559.3294678,8.6403999,1.7613,5.2007999,0.9361,4.9682999
"277","DC 2",2000-01-01,2000,394.70401,9.6619997,1.8550001,5.7580004,0.322,3.9960001
"278","DC 2",2000-02-01,2000,614.0880127,9.9879999,2.0350001,6.0110002,0.218,3.77
"279","DC 2",2000-03-01,2000,146.4850006,14.0459995,2.3800001,8.2120008,0.885,8.5129995
"280","DC 2",2000-04-01,2000,85.3270035,18.8640003,5.4290004,12.1460009,2.099,14.6820002
"281","DC 2",2000-05-01,2000,89.0970001,21.3969994,8.3830004,14.8890009,2.253,16.5310001
"282","DC 2",2000-06-01,2000,16.0930004,28.3829994,13.1330004,20.7570019,4.9959998,27.5039997
"283","DC 2",2000-07-01,2000,0,28.3869991,13.1570005,20.7710018,5.7810001,28.6639996
"284","DC 2",2000-08-01,2000,0,30.2649994,14.8990011,22.5820007,8.1079998,33.6910019
"285","DC 2",2000-09-01,2000,46.257,25.3850002,11.3190002,18.3520012,4.4320002,23.5300007
"286","DC 2",2000-10-01,2001,154.4060059,18.9689999,7.5920005,13.2800007,2.6589999,14.4200001
"287","DC 2",2000-11-01,2001,51.7260017,11.5740004,1.0370001,6.3050003,0.719,7.1290002
"288","DC 2",2000-12-01,2001,80.3249969,10.842,2.4990001,6.6700006,1.341,8.7209997
"289","DC 2",2001-01-01,2001,173.9250031,10.0500002,-0.096,4.9770002,1.119,7.0370002
"290","DC 2",2001-02-01,2001,233.9730072,8.9189997,-0.128,4.395,0.599,5.9120002
"291","DC 2",2001-03-01,2001,111.7480011,16.4379997,3.9820001,10.2090006,0.801,10.8079996
"292","DC 2",2001-04-01,2001,115.3170013,14.7399998,2.4920001,8.6150007,0.775,10.2620001
"293","DC 2",2001-05-01,2001,0.451,27.0809994,11.4090004,19.2440014,5.2399998,26.6669998
"294","DC 2",2001-06-01,2001,5.4050002,27.3980007,12.5760002,19.9870014,5.5549998,27.7800007
"295","DC 2",2001-07-01,2001,0,30.0919991,14.9630003,22.5270004,6.7399998,32.1090012
"296","DC 2",2001-08-01,2001,0,31.2870007,15.0530005,23.170002,8.7390003,36.9830017
"297","DC 2",2001-09-01,2001,15.0220003,28.1560001,13.453001,20.8040009,6.3540001,28.6779995
"298","DC 2",2001-10-01,2002,49.1269989,24.25,10.4490004,17.3490009,6.118,23.4829998
"299","DC 2",2001-11-01,2002,251.1340027,14.1239996,5.3110003,9.717,0.97,8.059
"300","DC 2",2001-12-01,2002,489.8009949,7.5100002,0.72,4.1150002,0.19,3.3610001
"301","DC 2",2002-01-01,2002,158.654007,8.7259998,-0.246,4.2390003,0.841,4.9619999
"302","DC 2",2002-02-01,2002,133.5090027,13.592,1.9420002,7.7670002,1.2460001,8.7869997
"303","DC 2",2002-03-01,2002,234.6069946,13.9060001,1.4170001,7.6610003,1.585,10.533
"304","DC 2",2002-04-01,2002,50.0449982,17.4130001,5.473,11.4430008,1.152,11.7740002
"305","DC 2",2002-05-01,2002,61.2669983,21.2679996,7.0250001,14.1460009,1.812,17.2910004
"306","DC 2",2002-06-01,2002,0,28.0470009,12.7650003,20.4060001,5.3080001,27.3099995
"307","DC 2",2002-07-01,2002,0,31.7380009,15.8990011,23.8180008,6.855,34.3100014
"308","DC 2",2002-08-01,2002,0,30.4699993,14.7010012,22.585001,8.8839998,34.6920013
"309","DC 2",2002-09-01,2002,0,28.6009998,12.6210003,20.6110001,7.9689999,32.1119995
"310","DC 2",2002-10-01,2003,0,22.3920002,7.5350003,14.9630003,4.2059999,20.4740009
"311","DC 2",2002-11-01,2003,176.3139954,16.3490009,4.7180004,10.5330009,2.543,12.2019997
"312","DC 2",2002-12-01,2003,598.0709839,8.8129997,1.585,5.1980004,0.813,4.5939999
"313","DC 2",2003-01-01,2003,120.1320038,13.9849997,3.9360001,8.96,0.94,7.4959998
"314","DC 2",2003-02-01,2003,94.2389984,12.6140003,0.851,6.7320004,0.993,8.1300001
"315","DC 2",2003-03-01,2003,160.5119934,14.8900003,2.3690002,8.6290007,0.884,9.5439997
"316","DC 2",2003-04-01,2003,298.4890137,11.6700001,2.092,6.8810005,0.51,6.421
"317","DC 2",2003-05-01,2003,70.6610031,20.7059994,7.5330005,14.1190004,2.448,16.3850002
"318","DC 2",2003-06-01,2003,0,27.8990002,13.0670004,20.4830017,4.1900001,25.6889992
"319","DC 2",2003-07-01,2003,0,32.5960007,16.5100002,24.5530014,8.5469999,37.2280006
"320","DC 2",2003-08-01,2003,45.6910019,28.8439999,14.2340002,21.5390015,4.9959998,27.927
"321","DC 2",2003-09-01,2003,4.7459998,29.6159992,14.0310011,21.8230019,7.8530002,33.1949997
"322","DC 2",2003-10-01,2004,6.402,25.7329998,10.4560003,18.0940018,6.3740001,25.8349991
"323","DC 2",2003-11-01,2004,127.6259995,10.9910002,1.8890001,6.4400005,0.793,6.4679999
"324","DC 2",2003-12-01,2004,485.7789917,8.4280005,1.7,5.0640001,0.527,4.039
"325","DC 2",2004-01-01,2004,182.7839966,9.4840002,0.439,4.9610004,0.577,4.9699998
"326","DC 2",2004-02-01,2004,347.8569946,9.901,1,5.4500003,0.696,5.8060002
"327","DC 2",2004-03-01,2004,59.1879997,19.6949997,5.4860001,12.5900002,2.4519999,15.948
"328","DC 2",2004-04-01,2004,34.5229988,19.3840008,5.71,12.5470009,2.6459999,16.3869991
"329","DC 2",2004-05-01,2004,23.6709995,22.1310005,7.7930002,14.9620008,2.4159999,18.507
"330","DC 2",2004-06-01,2004,4.4489999,27.4669991,12.6660004,20.0660019,4.9840002,26.3759995
"331","DC 2",2004-07-01,2004,2.3069999,30.8729992,15.2460003,23.0590019,7.1009998,34.4440002
"332","DC 2",2004-08-01,2004,0,30.4549999,14.8210011,22.6380005,8.1920004,34.3979988
"333","DC 2",2004-09-01,2004,8.9560003,27.4169998,11.6610003,19.5390015,7.381,29.7999992
"334","DC 2",2004-10-01,2005,206.8249969,19.0170002,7.5400004,13.2780008,3.4189999,15.8249998
"335","DC 2",2004-11-01,2005,104.5139999,12.7609997,2.279,7.5190005,0.814,9.8290005
"336","DC 2",2004-12-01,2005,312.3989868,10.7089996,1.84,6.2740002,1.727,8.6079998
"337","DC 2",2005-01-01,2005,269.4570007,9.8699999,1.493,5.6810002,0.847,5.6479998
"338","DC 2",2005-02-01,2005,152.3159943,12.4020004,3.3800001,7.8910003,1.28,7.3010001
"339","DC 2",2005-03-01,2005,327.2799988,15.052,3.3110001,9.1810007,1.615,10.908
"340","DC 2",2005-04-01,2005,108.9339981,15.6309996,3.0100002,9.3200006,1.007,10.9099998
"341","DC 2",2005-05-01,2005,233.6360016,19.5839996,8.0120001,13.7970009,1.674,13.6269999
"342","DC 2",2005-06-01,2005,56.362999,23.559,9.3920002,16.4750004,2.0150001,19.0970001
"343","DC 2",2005-07-01,2005,0,32.3919983,16.927,24.6590004,6.5929999,35.1549988
"344","DC 2",2005-08-01,2005,0,31.6060009,15.5220003,23.5640011,8.7410002,37.3380013
"345","DC 2",2005-09-01,2005,16.3630009,25.5410004,10.4160004,17.9780006,4.98,25.1609993
"346","DC 2",2005-10-01,2006,35.2010002,20.6760006,7.7220006,14.1990004,2.6289999,16.6009998
"347","DC 2",2005-11-01,2006,128.1119995,15.0080004,5.197,10.1020002,2.0050001,12.9759998
"348","DC 2",2005-12-01,2006,763.5390015,10.3719997,2.687,6.5290003,0.5,4.6389999
"349","DC 2",2006-01-01,2006,290.4670105,9.6110001,1.794,5.7020001,0.445,5.402
"350","DC 2",2006-02-01,2006,196.5330048,13.2010002,1.299,7.2500005,1.622,10.085
"351","DC 2",2006-03-01,2006,438.2619934,7.9910002,-0.231,3.8800001,0.32,4.8179998
"352","DC 2",2006-04-01,2006,377.3059998,14.1660004,4.289,9.2270002,0.732,8.4449997
"353","DC 2",2006-05-01,2006,45.9459991,23.125,9.4420004,16.2830009,3.039,19.743
"354","DC 2",2006-06-01,2006,0,28.3589993,13.5550003,20.9560013,5.013,27.9489994
"355","DC 2",2006-07-01,2006,0,32.8440018,16.809,24.8260021,9.3269997,39.9609985
"356","DC 2",2006-08-01,2006,0,29.5669994,13.795001,21.6810017,7.5929999,32.8330002
"357","DC 2",2006-09-01,2006,0,28.2169991,12.3470001,20.2810001,8.0209999,31.382
"358","DC 2",2006-10-01,2007,18.4209995,20.6000004,6.9140005,13.7570009,3.4319999,17.5480003
"359","DC 2",2006-11-01,2007,153.2550049,12.7989998,4.1290002,8.4630003,0.803,6.6409998
"360","DC 2",2006-12-01,2007,250.6260071,10.0509996,0.862,5.4560003,1.2819999,6.6079998
"361","DC 2",2007-01-01,2007,44.9449997,10.9569998,-1.279,4.8380003,1.794,10.6120005
"362","DC 2",2007-02-01,2007,399.2290039,11.0430002,1.8660001,6.4540005,0.891,6.6069999
"363","DC 2",2007-03-01,2007,37.4309998,18.1159992,4.1330004,11.1240005,1.839,14.0889997
"364","DC 2",2007-04-01,2007,113.6600037,18.243,4.0020003,11.1220007,1.4579999,14.1990004
"365","DC 2",2007-05-01,2007,46.0270004,23.7180004,8.9460001,16.3320007,3.734,22.4629993
"366","DC 2",2007-06-01,2007,22.0799999,26.8570004,11.8170004,19.3370018,4.6030002,27.2740002
"367","DC 2",2007-07-01,2007,1.211,30.6490002,15.3850012,23.0170002,7.2800002,34.5279999
"368","DC 2",2007-08-01,2007,0,30.7779999,14.854001,22.8160019,9.0170002,36.6699982
"369","DC 2",2007-09-01,2007,35.3440018,25.2159996,10.7890005,18.0020008,4.6700001,24.9710007
"370","DC 2",2007-10-01,2008,109.3939972,18.2040005,6.5510001,12.3770008,1.758,12.7399998
"371","DC 2",2007-11-01,2008,45.2470016,16.6310005,5.276,10.9530001,2.3110001,14.8219995
"372","DC 2",2007-12-01,2008,282.3680115,7.6760001,-0.402,3.6370001,0.515,4.8340001
"373","DC 2",2008-01-01,2008,316.6090088,6.743,-0.048,3.3470001,0.604,5.2069998
"374","DC 2",2008-02-01,2008,223.7910004,11.2510004,0.572,5.9110003,1.006,7.5780001
"375","DC 2",2008-03-01,2008,52.7050018,15.1230001,2.164,8.6430006,1.351,11.4160004
"376","DC 2",2008-04-01,2008,13.0439997,17.4589996,3.0690002,10.2630005,2.276,15.4049997
"377","DC 2",2008-05-01,2008,18.6410007,22.3610001,8.5080004,15.434001,3.8039999,20.2320004
"378","DC 2",2008-06-01,2008,0,27.9979992,11.7890005,19.8930016,6.2010002,30.4720001
"379","DC 2",2008-07-01,2008,0,31.6130009,15.5930004,23.6030006,8.5439997,37.3059998
"380","DC 2",2008-08-01,2008,0.594,31.8619995,15.901001,23.8810005,10.1199999,38.776001
"381","DC 2",2008-09-01,2008,0,29.618,13.0390005,21.328001,9.566,35.3800011
"382","DC 2",2008-10-01,2009,57.612999,23.0470009,8.309,15.6780005,5.0009999,22.6259995
"383","DC 2",2008-11-01,2009,151.3840027,15.2910004,5.4680004,10.3790007,1.7539999,9.5430002
"384","DC 2",2008-12-01,2009,215.7830048,7.9460001,-0.172,3.8870001,1,4.9369998
"385","DC 2",2009-01-01,2009,95.3119965,12.757,2.309,7.5320005,3.0239999,10.5100002
"386","DC 2",2009-02-01,2009,370.598999,9.9949999,1.062,5.5280004,1.449,7.2540002
"387","DC 2",2009-03-01,2009,201.1679993,13.2410002,1.5970001,7.4190001,1.763,10.1529999
"388","DC 2",2009-04-01,2009,71.3290024,17.1119995,3.7330003,10.4220009,3.1199999,15.4350004
"389","DC 2",2009-05-01,2009,148.9830017,24.0119991,10.250001,17.1310005,3.9619999,21.8419991
"390","DC 2",2009-06-01,2009,20.3889999,24.823,11.4490004,18.1360016,3.266,21.9529991
"391","DC 2",2009-07-01,2009,0,31.7919998,16.1009998,23.9460011,9.2270002,38.0099983
"392","DC 2",2009-08-01,2009,0,30.3460007,15.0810003,22.7130013,8.0209999,34.6010017
"393","DC 2",2009-09-01,2009,3.21,29.5270004,14.3150005,21.9210014,8.302,34.0349998
"394","DC 2",2009-10-01,2010,108.7850037,18.8199997,6.6350002,12.7270002,2.221,13.9200001
"395","DC 2",2009-11-01,2010,60.2809982,14.5089998,4.0020003,9.2550001,1.479,10.1529999
"396","DC 2",2009-12-01,2010,221.0879974,8.6820002,0.134,4.408,0.71,5.4260001
"397","DC 2",2010-01-01,2010,295.7070007,10.1809998,2.411,6.2950001,0.488,4.7870002
"398","DC 2",2010-02-01,2010,197.5820007,11.0209999,2.2700002,6.6450005,0.422,7.086
"399","DC 2",2010-03-01,2010,157.496994,13.4060001,2.0840001,7.7450004,1.242,10.9239998
"400","DC 2",2010-04-01,2010,280.4190063,13.1929998,2.493,7.8420005,0.702,8.7930002
"401","DC 2",2010-05-01,2010,105.4000015,17.3279991,4.5780001,10.9520006,1.334,12.7539997
"402","DC 2",2010-06-01,2010,4.388,25.1940002,11.7390003,18.4660015,2.7880001,21.3260002
"403","DC 2",2010-07-01,2010,0,30.7409992,15.4490004,23.0940018,5.8870001,32.262001
"404","DC 2",2010-08-01,2010,1.345,28.7609997,13.8850002,21.3220005,7.0619998,31.3250008
"405","DC 2",2010-09-01,2010,1.793,27.5319996,12.2810001,19.9060001,6.2350001,29.2040005
"406","DC 2",2010-10-01,2011,222.2140045,21.0890007,9.4280005,15.2580004,2.727,17.0960007
"407","DC 2",2010-11-01,2011,278.6180115,12.684,2.9110003,7.7970004,1.09,8.6339998
"408","DC 2",2010-12-01,2011,522.7719727,9.0120001,2.6480002,5.8300004,0.293,3.704
"409","DC 2",2011-01-01,2011,78.6699982,11.7950001,1.562,6.6780005,1.182,8.0410004
"410","DC 2",2011-02-01,2011,194.845993,10.0620003,-0.118,4.9720001,1.4809999,7.882
"411","DC 2",2011-03-01,2011,611.8300171,9.4549999,1.342,5.3980002,0.322,5.276
"412","DC 2",2011-04-01,2011,79.7639999,15.2419996,3.3920002,9.316,1.073,10.526
"413","DC 2",2011-05-01,2011,104.2570038,17.7630005,5.4420004,11.6020002,1.9299999,13.9709997
"414","DC 2",2011-06-01,2011,67.8040009,22.9319992,10.5900002,16.7600002,2.9100001,18.0510006
"415","DC 2",2011-07-01,2011,0,28.5499992,14.2200003,21.3840008,4.3959999,26.9080009
"416","DC 2",2011-08-01,2011,0,30.1189995,15.1660004,22.6420002,7.3070002,32.6199989
"417","DC 2",2011-09-01,2011,0.887,29.632,14.5860004,22.1090012,6.8829999,32.1430016
"418","DC 2",2011-10-01,2012,122.0759964,20.8010006,8.302,14.5510006,1.992,14.9849997
"419","DC 2",2011-11-01,2012,73.4560013,12.8859997,3.7440002,8.3140001,1.397,8.9040003
"420","DC 2",2011-12-01,2012,5.9089999,11.842,1.9400001,6.8910003,2.7190001,9.8389997
"421","DC 2",2012-01-01,2012,224.6529999,12.8269997,2.9330001,7.8790002,2.431,10.4130001
"422","DC 2",2012-02-01,2012,90.5680008,12.5880003,1.5140001,7.0510001,1.283,9.3979998
"423","DC 2",2012-03-01,2012,513.3959961,10.8979998,1.876,6.3860002,0.692,6.4640002
"424","DC 2",2012-04-01,2012,257.2780151,16.3460007,5.3360004,10.8410006,1.7589999,11.7869997
"425","DC 2",2012-05-01,2012,18.7390995,23.1079998,8.8760004,15.9920006,3.6989999,21.4540005
"426","DC 2",2012-06-01,2012,52.6339989,25.6849995,12.1730003,18.9280014,5.9050002,25.6070004
"427","DC 2",2012-07-01,2012,1.608,29.9069996,14.3520002,22.1290016,8.3660002,33.6959991
"428","DC 2",2012-08-01,2012,0,32.882,16.3670006,24.6240005,9.974,41.3219986
"429","DC 2",2012-09-01,2012,0,29.8470001,14.4700003,22.1580009,8.165,32.848999
"430","DC 2",2012-10-01,2013,86.6470032,21.4589996,8.9910002,15.2240009,3.4690001,18.5170002
"431","DC 2",2012-11-01,2013,347.1749878,15.3800001,5.3430004,10.3610001,1.056,9.6359997
"432","DC 2",2012-12-01,2013,500.2754822,8.9569998,1.9220001,5.4390001,0.567,4.8860002
"433","DC 2",2013-01-01,2013,40.6780014,11.9250002,-0.495,5.7150002,0.896,8.7559996
"434","DC 2",2013-02-01,2013,23.7380009,12.802,1.197,6.9990005,1.79,10.0059996
"435","DC 2",2013-03-01,2013,97.9169998,16.4689999,4.7880001,10.6280003,1.74,12.151
"436","DC 2",2013-04-01,2013,47.1780014,19.4540005,7.1140003,13.2840004,3.1329999,16.1709995
"437","DC 2",2013-05-01,2013,28.632,22.0230007,10.1210003,16.0720005,3.9909999,19.1110001
"438","DC 2",2013-06-01,2013,54.5680008,27.1800003,13.2080002,20.1940002,4.362,26.1849995
"439","DC 2",2013-07-01,2013,0,32.1430016,16.2810001,24.2120018,11.9350004,38.5060005
"440","DC 2",2013-08-01,2013,2.303,29.5349998,14.3150005,21.9250011,7.2719998,32.6609993
"441","DC 2",2013-09-01,2013,59.3930016,25.2460003,11.8990002,18.5720005,5.3639998,24.0680008
"442","DC 2",2013-10-01,2014,15.6610003,21.1919994,7.1400003,14.1650009,4.243,19.7000008
"443","DC 2",2013-11-01,2014,44.2980003,16.3419991,5.7310004,11.0360003,3.7,13.4239998
"444","DC 2",2013-12-01,2014,27.323,12.0459995,0.5560001,6.3000002,3.1670001,10.5839996
"445","DC 2",2014-01-01,2014,43.8769989,16.2350006,4.8280001,10.5310001,4.8790002,14.3549995
"446","DC 2",2014-02-01,2014,400.5559998,12.1899996,3.7830002,7.9860005,0.997,7.5749998
"447","DC 2",2014-03-01,2014,259.9179993,15.4989996,5.4410005,10.4700003,2.204,11.4040003
"448","DC 2",2014-04-01,2014,87.9380035,18.5799999,6.4260001,12.5030003,2.546,15.0930004
"449","DC 2",2014-05-01,2014,19.6380005,23.3789997,10.3190002,16.8480015,4.9720001,22.5240002
"450","DC 2",2014-06-01,2014,0,27.9120007,14.1970005,21.0540009,8.5480003,30.8700008
"451","DC 2",2014-07-01,2014,0,32.0610008,18.493,25.2770004,10.717,37.8810005
"452","DC 2",2014-08-01,2014,3.0450001,29.7749996,17.3299999,23.552002,9.2629995,32.4449997
"453","DC 2",2014-09-01,2014,37.0340004,27.7900009,13.6820011,20.7360001,6.9390001,29.3390007
"454","DC 2",2014-10-01,2015,50.2039986,22.8859997,10.8140001,16.8490009,5.4000001,21.2240009
"455","DC 2",2014-11-01,2015,144.8760071,14.9790001,5.71,10.3440008,1.933,10.3839998
"456","DC 2",2014-12-01,2015,423.743988,9.7620001,4.066,6.9140005,0.313,4.1529999
"457","DC 2",2015-01-01,2015,1.456,14.8739996,4.7900004,9.8320007,2.4820001,11.0360003
"458","DC 2",2015-02-01,2015,189.5319977,16.7789993,5.7090001,11.243001,1.993,12.0220003
"459","DC 2",2015-03-01,2015,28.2070007,18.9659996,5.677,12.3210011,1.875,14.3280001
"460","DC 2",2015-04-01,2015,82.9800034,18.4640007,5.9330001,12.1980009,2.5350001,14.8959999
"461","DC 2",2015-05-01,2015,9.948,20.9899998,8.6960001,14.842001,2.76,16.7269993
"462","DC 2",2015-06-01,2015,7.4489999,29.5849991,14.6260004,22.1050014,9.0480003,33.1100006
"463","DC 2",2015-07-01,2015,2.2609999,30.1280003,17.3540001,23.7410011,9.21,32.9889984
"464","DC 2",2015-08-01,2015,0,30.6469994,16.75,23.6980019,9.9700003,36.0429993
"465","DC 2",2015-09-01,2015,2.691,28.3479996,14.8400011,21.5940018,9.9759998,32.9850006
"466","DC 2",2015-10-01,2016,27.1420002,23.698,12.1520004,17.9250011,5.3410001,21.5489998
"467","DC 2",2015-11-01,2016,132.7200012,12.3620005,2.4400001,7.4010005,1.493,8.5629997
"468","DC 2",2015-12-01,2016,353.493988,7.4260001,0.246,3.8360002,0.224,3.6270001
"469","DC 2",2016-01-01,2016,431.0209961,10.0430002,2.585,6.3140001,0.387,4.9250002
"470","DC 2",2016-02-01,2016,53.1310005,17.0419998,2.3440001,9.6920004,1.304,13.6120005
"471","DC 2",2016-03-01,2016,468.3129883,14.4069996,3.1110001,8.7580004,0.371,8.7069998
"472","DC 2",2016-04-01,2016,67.8040009,18.6369991,7.4590006,13.0470009,2.527,13.7880001
"473","DC 2",2016-05-01,2016,44.3639984,21.5720005,9.3950005,15.4830008,2.888,17.507
"474","DC 2",2016-06-01,2016,1.515,28.0760002,14.9210005,21.4980011,8.4130001,30.7110004
"475","DC 2",2016-07-01,2016,0,31.0359993,14.8730011,22.9540005,11.6689997,38.1349983
"476","DC 2",2016-08-01,2016,0,30.1609993,14.3310003,22.2450008,11.46,35.3849983
"477","DC 2",2016-09-01,2016,0.628,28.0170002,12.0740004,20.0450001,6.776,31.0450001
"478","DC 2",2016-10-01,2017,306.5599976,19.1569996,7.9720006,13.5640011,1.962,14.2620001
"479","DC 2",2016-11-01,2017,182.4490051,15.6639996,4.5120001,10.0870008,0.99,10.2840004
"480","DC 2",2016-12-01,2017,308.4060059,9.6040001,0.592,5.098,0.578,5.5900002
"481","DC 2",2017-01-01,2017,679.3109741,8.6090002,1.187,4.8980002,0.551,4.552
"482","DC 2",2017-02-01,2017,641.5889893,10.6709995,3.2820001,6.9760003,0.591,5.1729999
"483","DC 2",2017-03-01,2017,181.9329987,15.0419998,4.8100004,9.9260006,1.316,10.1569996
"484","DC 2",2017-04-01,2017,244.0910034,15.1239996,4.8560004,9.9900007,1.2970001,10.1569996
"485","DC 2",2017-05-01,2017,7.3179998,23.4629993,9.3550005,16.4080009,2.9419999,20.0270004
"486","DC 2",2017-06-01,2017,15.816,28.1159992,13.5010004,20.8080006,4.2779999,28.1089993
"487","DC 2",2017-07-01,2017,0,32.605999,16.5790005,24.592001,7.868,38.4379997
"488","DC 2",2017-08-01,2017,0.329,31.7089996,17.4860001,24.597002,7.8579998,33.0159988
"489","DC 2",2017-09-01,2017,5.6560001,27.4020004,13.5570011,20.4790001,6.0279999,28.3869991
"490","DC 2",2017-10-01,2018,23.0450001,23.4029999,8.0550003,15.729001,4.5619998,22.7749996
"491","DC 2",2017-11-01,2018,345.7850037,14.1090002,5.539,9.8240004,0.575,7.0840001
"492","DC 2",2017-12-01,2018,23.6210003,13.6280003,3.3710001,8.4990005,2.744,11.3140001
"493","DC 2",2018-01-01,2018,247.7810059,12.6199999,4.473,8.5460005,1.301,7.724
"494","DC 2",2018-02-01,2018,26.8120003,13.9750004,2.421,8.198,2.8069999,12.2539997
"495","DC 2",2018-03-01,2018,436.7319946,11.8780003,2.552,7.2150002,1.012,7.7820001
"496","DC 2",2018-04-01,2018,145.9060059,17.3549995,6.1220002,11.7380009,2.125,12.9610004
"497","DC 2",2018-05-01,2018,14.1440001,22.4249992,9.1940002,15.809001,1.7359999,16.8309994
"498","DC 2",2018-06-01,2018,0,28.0949993,12.625001,20.3600006,4.9000001,28.7169991
"499","DC 2",2018-07-01,2018,0,33.1119995,17.9000015,25.5060005,8.368,38.3139992
"500","DC 2",2018-08-01,2018,0,31.1809998,15.5980005,23.3890018,8.8909998,36.6310005
"501","DC 2",2018-09-01,2018,0,28.4720001,12.8780003,20.6750011,7.848,31.9319992
"502","DC 2",2018-10-01,2019,20.9290009,22.4419994,9.5530005,15.9970007,4.9460001,20.3649998
"503","DC 2",2018-11-01,2019,221.125,16.7950001,5.8260002,11.3100004,3.631,13.7530003
"504","DC 2",2018-12-01,2019,120.3550034,9.9519997,2.2240002,6.0870004,0.581,6.2670002
"505","DC 2",2019-01-01,2019,360.8049927,11.0469999,2.404,6.7250004,0.946,6.8150001
"506","DC 2",2019-02-01,2019,610.223999,5.7490001,-0.275,2.7370002,0.314,2.95
"507","DC 2",2019-03-01,2019,211.3130035,11.5570002,3.1510003,7.3540006,1.021,6.8119998
"508","DC 2",2019-04-01,2019,85.8349991,18.8920002,6.803,12.8474998,2.053,14.0649996
"509","DC 2",2019-05-01,2019,154.5709991,18.1280003,7.4559999,12.7919998,1.773,12.2390003
"510","DC 2",2019-06-01,2019,20.7010002,27.9979992,13.4469995,20.7223988,4.506,26.1580009
"511","DC 2",2019-07-01,2019,0,29.9720001,14.9619999,22.4669991,5.2119999,30.6860008
"512","DC 2",2019-08-01,2019,0,30.8379993,17.0799999,23.9588985,8.7790003,34.0219994
"513","DC 2",2019-09-01,2019,68.1650009,25.5750008,11.7989998,18.6870003,4.1950002,23.7999992
"514","DC 2",2019-10-01,2020,1.323,22.0830002,6.4130001,14.2479992,3.599,21.8269997
"515","DC 2",2019-11-01,2020,38.8300018,18.7129993,5.1620002,11.9373999,3.0409999,16.7590008
"516","DC 2",2019-12-01,2020,294.677002,10.6739998,2.165,6.4193997,0.449,5.8119998
"517","DC 2",2020-01-01,2020,123.6529999,9.8529997,2.138,5.9950004,0.487,5.8790002
"518","DC 2",2020-02-01,2020,0,16.4629993,2.214,9.3383999,3.056,13.8149996
